ts	src	dst	type	ser	irt	seq	expected	data
74547	6002	6001	DAT	384	0	209	286	x'4252b41d4803000000ffff'
74562	6001	6002	ACK	395	384	286	210	x''
74640	6002	6001	DAT	385	0	210	286	x'42e2ee00d200000000ffff'
74672	6001	6002	DAT	396	385	286	211	x'022ada0c51b4192ab905d5a4ed50e1ada8c23b8034000000ffff'
74687	6002	6001	DAT	386	396	211	287	x'02e981b9622b44ef5688de2d100ac403000000ffff'
74718	6001	6002	DAT	397	386	287	212	x'02eadd0ad1bb0542817800000000ffff'
74734	6002	6001	ACK	387	397	212	288	x''
74765	6001	6002	DAT	398	0	288	212	x'ccda5f4c4e711807f06332b35833f44aef5b2c66562d0d6b86a583995533c39a559b0b975db8e8d2df10c2eb2d849084104278114208218490ad59175d74d19a8b2e5c98ca39d9f9ee1cdfdbeffdf3db9ecfbebf3dcfefe237581bfe576bc5b719e2cbb7e28b56892fdf25be68e715dc02865c35432e376c05c33a35c33a6ed806861c35430e376c07c35a35c35a6e2802c36acbe05331ac7631f89c861d6058a56658c50d3bc1b052cdb0921b7681215bcd90cd0dc560c854336472c36e30ac5033ace0863d6058ae6658ce0d7bc1b04ccdb08c1b4ac0b044cdb0841bf6812143cd90c10dfbc1906e1926ab18d25d0c939d86036058a46658c40d41302c50332ce086836098af6698cf0d2130a4a919d2b8a1140cf3d40cf3b8a10c0c73d40c73b8e1101852d50ca9dc70180c296a86146e38028664cb10a362487631c4380de5604854332472c35130cc5233cce286636098a96698c90dc7c13043cd30831b2ac090a06648e086136098a66698c60d27c110af6688e786536008a81902dc50098658cb3045c510eb6298e2349c06438c9a21861baac0e05333f8b8e10c1826a919267143351826a8192670c359308c57338ce78673608852334471c379308c53338ce3861a3044aa1922b9e10218c6a819c670c345308cb60cb12a86d12e8658a7e1121846a9194671432d1846aa1946'
74765	6001	6002	DAT	399	0	289	212	x'72c365308c50338ce0862b60f86d8a19061b2286ab60f8a566f8c50d7560e85733f473c33530fc5433fce486eb60e85533f472c30d30f45806bf8aa1c7c5e0771aeac1d0ad66e8e6869b60e852337471c32d3074aa193ab9e136183ad40c1ddc100643bb9aa19d1bee80a14dcdd0c60d77c1d0aa6668e5867b60685133b4704303189ad50ccddc701f0c4d9621a062687231049c8607606854333472c3433034a8191ab8a1110c613543981b1e81a15ecd50cf0d8fc150a766a8e3862760a85533d4724313186ad40c35dcf0140cd56a866a6e7806864acb10a762a87431c4390dcfc150a166a8e086663094ab19cab9e10518cad40c65dcf0120c413543901b5e81a144cd50c20d2d602856331473c36b3014a9198ab8e10d18369946959461936da8f234bc0543a169bc0f660c7d7dd23014da86a1b6fe1ae29d8656301498c6b6834a8602db30d496abe11d183698c60f29c306dbf0c3d3f01e0c79a6313ba464c8b30d436db91a3e80618d692c9632acb10d8b3d0d6d60c8328df552862cdbb0ded3f0110c4b4d63a39461a96dd8e869f8048685037349cab070782e791a3e8361ae9a612e37b48321c93442528624db10f2347c01c3f481fd30583c55c5307d783ffc334c751abe82c16f1a7d5206bf6de8f3347c03c34435c3446ee800c3d88123a54a86b1c36fef522fc3773044'
74797	6002	6001	DAT	388	399	212	290	x'42d2b313aa761b44ed3688221005000000ffff'
74812	6001	6002	DAT	400	388	290	213	x'a81922fe63f8030000ffff32e26060dc09a44dd819b60129630805000000ffff'
74843	6002	6001	DAT	389	400	213	291	x'4252b40b4803000000ffff'
74859	6001	6002	DAT	401	389	291	214	x'0289ee82d00cdb41cad8c1ce06000000ffff'
74890	6002	6001	DAT	390	401	214	292	x'0229da0e51b41da2084401000000ffff'
74906	6001	6002	ACK	402	390	292	215	x''
74953	6002	6001	DAT	391	0	215	292	x'4252b41b4803000000ffff'
74984	6001	6002	ACK	403	391	292	216	x''
75062	6002	6001	DAT	392	0	216	292	x'42e2ee01d200000000ffff'
75078	6001	6002	ACK	404	392	292	217	x''
75156	6002	6001	DAT	393	0	217	292	x'42e2ee05d200000000ffff'
75187	6001	6002	DAT	405	393	292	218	x'022ada0e51b41d2ab9032109d2b31b2abc1355780f94de0b95de859006000000ffff'
75218	6002	6001	ACK	394	405	218	293	x''
75312	6001	6002	DAT	406	0	293	218	x'02717723b800000000ffff'
75312	6002	6001	DAT	395	406	218	294	x'0219017323ccde5d102377418cdc01a17642a85da846ec836ad90dd1b21ba2084401000000ffff'
75343	6001	6002	DAT	407	395	294	219	x'02a9da07b16937c4a61d106a2784da05a1407200000000ffff'
75359	6002	6001	ACK	396	407	219	295	x''
75406	6001	6002	DAT	408	0	295	219	x'02e9dc83d009000000ffff'
75406	6002	6001	DAT	397	408	219	296	x'4252b41faa680f44118802000000ffff'
75437	6002	6001	DAT	398	0	220	296	x'32865000000000ffff'
75437	6001	6002	ACK	409	397	296	220	x''
75468	6001	6002	DAT	410	398	296	221	x'02e9dc0fd1b907a2084401000000ffff'
75484	6002	6001	ACK	399	410	221	297	x''
75515	6002	6001	DAT	400	0	221	297	x'425274004803000000ffff'
75515	6001	6002	DAT	411	400	297	222	x'0229da8baae8009006000000ffff'
75547	6002	6001	DAT	401	411	222	298	x'0229da0b51b417a2084401000000ffff'
75562	6001	6002	DAT	412	401	298	223	x'022ada0b5104a200000000ffff'
75593	6002	6001	DAT	402	412	223	299	x'425274104803000000ffff'
75609	6001	6002	DAT	413	402	299	224	x'ccdb3f4c935114057040c4524af928a55444ac885811b1226245244d25a42186348690c618d2106318191d191818181c1c1c1c181c1c1818181888c1848181c1c181011515151515151515ff047d267e274fcf7aa697dcbce1fe72a63b1c93e322e4e824731ca9fe84f32747e79ffd897b600827c53a2061cb2d0b86fb6088a81922dcf0000cd1a458df346a3140df74090c3135438c1b1e8221ae668873c3233024d40c096e780c86949a21c50dcb6048ab19d2dcf0040c1963a85031642c860ab7e12918b26a862c373c03c3809a61801b56c030a86618e486e760b8ac66b8cc0d2fc030a46618e2869760183686908a61d86208b90dab601851338c70c32b308caa1946b9e13518aea819ae70c31b305c55335ce58635305c53335ce386b760b86e0ce52a86eb1643b9dbf00e0c636a86316e780f861b6a861bdcb00e869b6a869bdcf0010ce36a86716ef80886096308aa18262c86a0dbf0090c936a86496ed800c3949a618a1b3e83615acd30cd0d5fc030a36698e186af60985533cc72c32618e68ca14cc530673194b90ddfc030af6698e786ef60b8a366b8c30d3fc07057cd70971bb63eff6d5850332c70432e1816d50c8bdc900786256308a818962c8680dbb00d0ccb6a86656ec807c38a9a61851bb6836155cdb0ca0d0560585333ac71c30e30acab19d6b9c103860d6328'
75625	6001	6002	DAT	414	0	300	224	x'55316c580ca56e43211836d50c9bdce00543ce1931c3d642c45004863c35431e37f8c090af66c8e7866230141883a36228b0181cb7c10f068f9ac1c30d2560f0aa19bcdce080c1a766f071432918fc6a063f3704c0e0a8191c6e280343c0184a540c018ba1c46d088221a8660872433918426a86103784c010563384b9a1020c956a864a6e0883a14acd50c50d3bc1506d0c7e1543b5c5e0771b2ac110513344b86117186ad40c35dc5005865a35432d37ec06439d9aa18e1baac1103586621543d46228761bf680a15ecd50cf0d113034a8191ab8612f181ad50c8ddc500386989a21c60dfbc0d0a46668e2865a30341b834fc5d06c31f8dc86fd60685133b470431d18e26a8638371c0043ab9aa1951ba260685333b471c34130b4ab19dab9a11e0c0963285231242c8622b7e11018926a8624373480a143cdd0c10d87c1d0a966e8e4864630a4d40c296e3802862e35431737c4c070d618bc2a86b31683d76d380a866e35433737348121ad664873c331309c53339ce3866630f4a8197ab8e138187a8da150c5d06b3114ba0d2d60c8a81932dc70020ce7d50ce7b9210e860b6a860bdc70120c7d6a863e6e68054356cd90e5865360e837068f8aa1df62f0b80d6d60b8a866b8c80da7c17049cd70e93f86264f4eeeeddf6fceadadc18e5f0bfe040000ffff'
75625	6002	6001	ACK	403	414	224	301	x''
75656	6002	6001	DAT	404	0	224	301	x'0229da0751b40fa2084401000000ffff'
75672	6001	6002	DAT	415	404	301	225	x'326107f38c2114000000ffff'
75703	6002	6001	DAT	405	415	225	302	x'425274084803000000ffff'
75734	6001	6002	DAT	416	405	302	226	x'02293a0455b41fa108000000ffff'
75750	6002	6001	DAT	406	416	226	303	x'0229da0f51b41fa2084401000000ffff'
75781	6001	6002	DAT	417	406	303	227	x'022ada0f5104a200000000ffff'
75812	6002	6001	ACK	407	417	227	304	x''
75843	6001	6002	DAT	418	0	304	227	x'02491e404802000000ffff'
75843	6002	6001	DAT	408	418	227	305	x'42527418aae80044d10188221005000000ffff'
75875	6001	6002	ACK	419	408	305	228	x''
75937	6001	6002	DAT	420	0	305	228	x'02e9390c517400a2e80054d141842200000000ffff'
75953	6002	6001	DAT	409	420	228	306	x'42527404aae82044d14188221005000000ffff'
75968	6001	6002	DAT	421	409	306	229	x'02293a02517410a2084401000000ffff'
76000	6002	6001	ACK	410	421	229	307	x''
76047	6001	6002	DAT	422	0	307	229	x'02293a845004000000ffff'
76047	6002	6001	DAT	411	422	229	308	x'42527414aae81044d12188221005000000ffff'
76078	6001	6002	DAT	423	411	308	230	x'02293a0a517408a2084459b233f0022900000000ffff'
76109	6002	6001	ACK	412	423	230	309	x''
76156	6001	6002	DAT	424	0	309	230	x'02a93d8c500b000000ffff'
76156	6002	6001	DAT	413	424	230	310	x'4252740caae83044d16188221005000000ffff'
76172	6001	6002	DAT	425	413	310	231	x'02a93d06517b18a2164401000000ffff'
76187	6002	6001	DAT	414	425	231	311	x'b2844c6a01000000ffff'
76203	6001	6002	ACK	426	414	311	232	x''
76250	6001	6002	DAT	427	0	311	232	x'02293a825004000000ffff'
76250	6002	6001	DAT	415	427	232	312	x'42527b1caaf60844ed11885a1005000000ffff'
76281	6001	6002	ACK	428	415	312	233	x''
76328	6001	6002	DAT	429	0	312	233	x'ccdb3b4c55591406e08388778c318a88888880088888f88831c6287210111111816118406400679c4187517ce30b151567107186c2c2c2c2c282c2c2c2c218e323b1b0b0b0b0b0b0308618628821861832de7bd795ac3fcbecf6ef4eb18af5659d5decec7f058b9e858b1e878b1e4f4c73034cb355a6f9de279966ab31cdf7befa23f3c1d02c86211643b36118d2868d6068623334b90d05606814c3071643a361f8a00d3e181ac430cc6268300cc3da5008863a36439ddbb0090cb562f8c862a8350c1fb5a1080c3562186131d41886116dd80c866a3643b5db500c864a317c6231541a864fdab0050c1562186531541886516d280143399ba1dc6dd80a8632317c6631941986cfda500a8652318cb1184a0dc398366c0343099ba1c46d280343b118beb0188a0dc3176dd80e8622318cb3188a0cc3b8369483a1500c1ecb8db6d03078fa56be030c056c8602b7a1020cf962886231e41b86286dd80986f56298c462586f182669432518d6b119d6b90d5560582b866816c35ac310ad0dd560582386c92c86358661b236fc0886d56c86d56e430d1856892186c5b0ca30c468c34f60582186292c861586618a36d482218fcd90e736fc0c865c3104580cb98621a00d7560c8617b01c871bf62d483219bcd90ed363480218bed552fcbfdaab70b0c196c89890c7762a2110ce96c8674b7'
76328	6001	6002	DAT	430	0	313	233	x'613718d2d8d26869ee345a131852d892be29eea4ef2f6048663324bb0dcd60482a24db0449320cb009d202864431d06cd9251a06d8b26b0543029b21c16dd803867831d06c30c71b06d860fe150c716298c96288330c33b5e13730c4b21962dd86bd609821865816c30cc310ab0dbf8361ba1866b118a61b8659daf00718a689218ec530cd30c469431b18a6b219a6ba0dfbc01010c36c1643c030ccd686fd608811433c8b21c630c46bc39f6088663344bb0ded608812c31c1643946198a30d7f8161dc0f1727b018820da121411b0e80618ccd30e6361c04c3a818e6b218460dc35c6de800c3881812590c238621511b0e816198cd30ec361c06c39018e6b118860cc33c6d3802867762486231bc330c49da70140c6fd90c6fdd866360782386f92c86378661be361c07c36b3124b3185e1b86646d380186576c86576e4327185e8a61018be1a56158a00d27c1f0420c292c86178621451b4e81e1399be1b9db701a0c4fc590ca62786a1852b5e10c181e89218dc5f0c830a469c359303c60333c701bbac0705f0c0b590cf70dc3426d3807867b62486731dc330ce9da701e0c77d90c77dd860b601814c32216c3a06158a40ddd60b823860c16c31dc390a10d17c1709bcd70db6db804865b62c86431dc320c99da70190c37c590c562b86918b2b4a1070c37c4b098c570c3302cd686'
76359	6002	6001	DAT	416	430	233	314	x'425274024803000000ffff'
76359	6001	6002	DAT	431	416	314	234	x'2b601860330cb80d7f83a15f0cd92c867ec390ad0dff80a1d7f71e068b97b0187a238687138625dad00b861edfebeb6532f4440ca1b64cc3553074fbde8ebe82508c8ec3d01d3184da0a1b72b4a10f0c5dbe977aed6bf152164357c4106a2b6c58aa0dd7c0d0e97bed5486ce88a1fdbb867e30747c3d0fc1e25c1643c7b7f33061c8d586eb606813c33216439b6158a60dff82a185cdd0e236fc07867a31e4b118ea0d439e360c80a14a0ccb590c558661b91856fee0794f821f815063ff0b000000ffff'
76375	6002	6001	DAT	417	431	234	315	x'02293a0a517414a2084401000000ffff'
76375	6001	6002	DAT	432	0	315	234	x'0272194f006900000000ffff'
76406	6002	6001	ACK	418	432	235	316	x''
76406	6001	6002	ACK	433	417	316	235	x''
76453	6002	6001	DAT	419	0	235	316	x'425274124803000000ffff'
76468	6001	6002	ACK	434	419	316	236	x''
76593	6001	6002	DAT	435	0	316	236	x'3261078b1a432890a263a88a4e42858f238401000000ffff'
76609	6002	6001	DAT	420	435	236	317	x'42e29e82ea8139e63844ef7188de63100ac403000000ffff'
76640	6001	6002	ACK	436	420	317	237	x''
76687	6001	6002	DAT	437	0	317	237	x'02099f82e83d0ed17b0c421d87aa3d81500b000000ffff'
76703	6002	6001	ACK	421	437	237	318	x''
76797	6001	6002	DAT	438	0	318	237	x'02714f22b800000000ffff'
76812	6002	6001	DAT	422	438	237	319	x'42d2731aaaf60444ed0988221005ac5f9967255d543ac471a35cfb088f5130b7d60954bd67a07a4f42f49e84e8055100000000ffff'
76828	6001	6002	ACK	439	422	319	238	x''
76890	6001	6002	DAT	440	0	319	238	x'02693d0da5cf408c3809d10bd2c32ccec03c2be9a2d2218e1be5da47788c82b9b54e406461ae3885300a000000ffff'
76906	6002	6001	ACK	423	440	238	320	x''
77000	6001	6002	DAT	441	0	320	238	x'02714f23b800000000ffff'
77015	6002	6001	ACK	424	441	238	321	x''
77062	6001	6002	DAT	442	0	321	238	x'd4db4948550118c571424544454445d4e7f0f43d075444544454c40911151113111311131113372d5bb568d1a26df33cdb6c6565b395cd5656365bd96c6565b3954474dfe29efbbdbeed69efc21f6f73effdcedff88d16c36fe45944b67df5149ea560fbba040c7e6c063fddb0140cc14564dbd760c100dbd76560b0b1196cba6139181c6c06876e5801861436438a6e580986cc22b21d75a660801df52a30e4b119f274c36a3094b0194a74c31a305416916dc12b05036cc1d75a9fa5b80c3375c33aeb332d9761966e586f7db7e032ccd60d1bacef785c5dc11cc1005dc146ebbb369761ae6ed864fde6c16598a71b365bbf3d71b511f30503b4115bacdf00b90c0b74c356ebb7582ec342ddd063fd26ce6558a41bb6b9b94dd07436d26d023a9bed6e6e443406e94604861d6e6e753406e95607869d6e6ea63406e9660a865d6e6ed734cd9674bb86666bb79b0d018d41da1080610f187ad80cd296030cbd60706d6a68ba33695303ddd95e30f4b219a46d1318f681a18fcd206dccc0b01f0cfd6c0669eb07863e30b83697340da3b4b98486f1001806d80c03bae1201806d90cd206190c87c0e0da82d37498d2161c3acc7e300cb119a44d3e180e836198cd20b51160380286113683d4a880e128185cad104dd32bb542d0f41e03c3289b416ab6c0701c0c636c8631dd70020cae86'
77062	6001	6002	DAT	443	0	322	238	x'91a64b961a46e8924f82619ccd20b5a4601800c3049b416a7ac1700a0c936c06a9ad06c36930fc8f8dfb19304cb119a674c32018a6d90cd3bae12c186614fffde33016c39f7f080d6166c3393078b0193c74c3793078b119bc74c3053078b319bc75c34530f818867016838f6008371b2e81c197cde0ab1b2e83c19fcde0af1b86c010c06608d00d57c010681822580c818221c26cb80a86203643906eb80686103643886e180643a861b0b118420583cd6cb80e86303643986eb80186083643846eb80986483643a46e180143b461886431440b8648b3e11618ec6c06bb6eb80d863836439c6eb80306a76188623138054394d970170c096c8604dd700f0c496c8624dd701f0cc96c8664ddf0000ca986219ac5902a18a2cd865130a4b119d274c34330a4b319d275c32330641886181643866088311b1e83218bcd90a51bc6c090cd66c8d60d4fc090c366c8d10d4fc1906b18ec2c865cc160371b9e81219fcd90af1b9e83a180cd50a01b5e80a1d030c4b2180a0543acd9f0120cc56c8662ddf00a0ca56c8652dd300e86323643996e780d8672c310c76228170c7166c31b3054b0192a74c35b3054b119aa74c30418aad90cd5bae11d186a0c8383c55023181c66c37b30d4b2196a75c30730d4b119ea74c32418ea0d8393c5502f189c66c3473034b0191a74c3273034b2191a75c3'
77078	6002	6001	DAT	425	443	238	323	x'42527416aae81444d12988a253a88ace41159d86283a0d5104a200000000ffff'
77078	6001	6002	DAT	444	0	323	238	x'673034b1199a74c31730341b86781643b36088371bbe82a185cdd0a21bbe81a195cdd0aa1bbe83a1cd3024b018da044382d9300586763643bb6ef801860e3643876ef809864e3643a76ef805862ec390c862e8120c8966c33418bad90cddff30fc16000000ffff32e26060380362b0831d06000000ffff'
77109	6002	6001	DAT	426	444	239	324	x'02899e81889e81889e41d57a1e4803000000ffff'
77109	6001	6002	DAT	445	425	324	239	x'027219cf42e97340da849de134903266673805a1403c00000000ffff'
77140	6002	6001	ACK	427	445	240	325	x''
77140	6001	6002	DAT	446	426	325	240	x'02499e87489e8188822800000000ffff'
77156	6002	6001	ACK	428	446	240	326	x''
77203	6001	6002	DAT	447	0	326	240	x'029974166112000000ffff'
77234	6002	6001	ACK	429	447	240	327	x''
77281	6002	6001	DAT	430	0	240	327	x'02293a0b517416a2e82caaa20b401a000000ffff'
77312	6001	6002	DAT	448	430	327	241	x'0229ba00517416a2084401000000ffff'
77328	6002	6001	ACK	431	448	241	328	x''
77328	6001	6002	DAT	449	0	328	241	x'02293a875004000000ffff'
77359	6002	6001	ACK	432	449	241	329	x''
77390	6002	6001	DAT	433	0	241	329	x'02293a0751740ea2e81caaa28b401a000000ffff'
77406	6001	6002	DAT	450	433	329	242	x'0229ba0851740ea2e81c54d179842200000000ffff'
77437	6002	6001	DAT	434	450	242	330	x'02293a0f51741ea2084401000000ffff'
77468	6001	6002	DAT	451	434	330	243	x'024a9e8748822800000000ffff'
77484	6002	6001	ACK	435	451	243	331	x''
77531	6001	6002	DAT	452	0	331	243	x'02495e404802000000ffff'
77562	6002	6001	DAT	436	452	243	332	x'42527409aae80244d10588221005000000ffff'
77593	6001	6002	DAT	453	436	332	244	x'02997009a2e80244118802000000ffff'
77593	6002	6001	DAT	437	453	244	333	x'425274194803000000ffff'
77609	6001	6002	DAT	454	437	333	245	x'02895e06d200000000ffff'
77640	6002	6001	ACK	438	454	245	334	x''
77640	6001	6002	DAT	455	0	334	245	x'0229be88500c000000ffff'
77672	6002	6001	DAT	439	455	245	335	x'0229ba08517411a2e822aaa22b401a000000ffff'
77687	6001	6002	DAT	456	439	335	246	x'02095f8128be08510ca200000000ffff'
77718	6002	6001	ACK	440	456	246	336	x''
77750	6001	6002	DAT	457	0	336	246	x'0229ba845004000000ffff'
77765	6002	6001	DAT	441	457	246	337	x'0229ba04517409a2e812aaa2ab401a000000ffff'
77781	6001	6002	DAT	458	441	337	247	x'd4db394c54511805e08b88888888808880b8e0020ceb0cfbb03d065cc01d77dcb1b3b4b4301616261aa0b0b030c6c2c2c2c2c2c2c2180b0b0b6348b4b0b0b0b0b0208682c2c238c0bd9a7b7226b73dd2bce692bc2f6fde72fff3fff6aa2efeb1ab2a9376b3ab0a697796e177978c81dd5d605861f8534e2665654f394859b30d7fdbc818d8db060c2b0d7febcb2494ecad0f09658ee15f5f3206f6f5058655867f05cb18d8573018720ddf8dc8a47b6c3702e9de6ac377853206b62b04439ee1bb7399648cedce21195b63789544c6c0aa2460c837bc5a256360d52a30ac35bc6a28932ab1aa21a44a0586576f650cac7a0b86758657d165d20c56458734a3d0f03443c6c0d20c30ac07c3ff982a1581c1a57b3269064bf720cdd800865135034b59c1500c069776cb54d159da0d55f41230ec5533b0ae03309482c1757fc854a059f70754a037826148cdc0ba70c0500686413503eb8602c32630b8ae3499ea2deb4a83ea6d39187ad50cac3b100c9bc1e0ba3465aab7ac4b132ad01560e85233b06e59305482a143cdc0ba96c1500506d73d5eab6260dde3b5be610b18e26a06d6c50f866a30b8698a3a15039ba6a8f30d5bc1d0a46660532d60d806860635039b2e02c37630b829af7a15039bf2aaf70d3bc050ab6660d37660a801839b7a8ca918d8d463cc37ec04c34e35039b3e05'
77781	6001	6002	DAT	459	0	338	247	x'c32e30ec5033b0296030ec06839bc66e5031b069ec06dfb0070cd56a86eab0a1160c55d6d0a862a8228646df5007860a354345d8500f8672354379d8100343993534a918ca88a1c9373480a154cd501a363482a1d81a9a550cc5c4d0ec1b9ac050a466280a1b9ac150a866280c1b5ac050600d2d2a86026268f10dad60c85733e4870d7130e45943ab8a218f185a7d43020cb96a86dcb0a10d0c39d6105731e41043dc37b483215bcd901d367480214bcd9015367482e177b4bc38a162583c2134247c4317187ea9197e850ddd6058b0863615c30231b4f9861e30ccab19e6c3862418e6d40c7361432f187e5843bb8ae10731b4fb863e307c57337c0f1bfac1f0cd1a3a540cdf88a1c3370c80e1ab9ae16bd83008862f6a862f61430486cfd6d0a962f84c0c9dbe61080cb36a86d9b02105860fd6d0a562f8400c5dbe61180cefd50cefc3861130bc5333bc0b1bf682e1ad3574ab18de1243b76fd80786d76a86d761c37e30bcb2861e15c32b62e8f10d07c0f052cdf0326c1805c30b35c38bb0610c0ccfad21a962784e0c49df70100ccfd40ccfc2864360786a0dbd2a86a7c4d0eb1b0e83e1899ae149d870040c8f22f3e69e92e191332c9d16351c05c3c3c86c9d4a2fee53313c7486a5d35a36f4f98663607890fe976925c383bfbfa5e94c86e3609889ccadc5c5fd2a861967b8f5'
77812	6001	6002	DAT	460	0	339	247	x'cfd0ef1bc6c1705fcd703f6c380186bbd630a062b84b0c03bee12418ee44664aca70c719a6321a4e81e1b69ae176d8701a0c37ad6150c5709318067dc31930dc5033dc081bce82e1ba35442a86ebc410f98673609854334c860d13609850334c840de7c1301e99c78b8b87540ce3cef0f89f61c8375c00c358647e4a19c69ce16746c34530a422b37e26bd38a5624839c3d2692d1b52bee1121892e9fdc3b49221f977ff309dc970190c093543226cb8028698350cab1862c430ec1bae82a126321fa50c35cef031a361120c95f69e1e513154927b7ac4375c0343897db6ca184ac8b3d5195a579bac4fe96322d7cca60ff1e5c31f01000000ffff'
77812	6002	6001	ACK	442	460	247	340	x''
77843	6001	6002	DAT	461	0	340	247	x'028a325c0649b3839d0b000000ffff'
77875	6002	6001	ACK	443	461	247	341	x''
77968	6001	6002	DAT	462	0	341	247	x'0271af20b800000000ffff'
78000	6002	6001	DAT	444	462	247	342	x'0229ba0c517419a2e832aaa26b504557208aae4014812800000000ffff'
78015	6001	6002	DAT	463	444	342	248	x'02e9b906d17305a207a416000000ffff'
78047	6002	6001	ACK	445	463	248	343	x''
78062	6001	6002	DAT	464	0	343	248	x'3286f0406aaf22d402000000ffff'
78078	6002	6001	DAT	446	464	248	344	x'4252741daae82a44d15588221005000000ffff'
78093	6001	6002	DAT	465	446	344	249	x'02a9bd0e517b15a2084401000000ffff'
78125	6002	6001	ACK	447	465	249	345	x''
78172	6002	6001	DAT	448	0	249	345	x'425274034803000000ffff'
78203	6001	6002	DAT	466	448	345	250	x'0289de802abe86500c000000ffff'
78218	6002	6001	DAT	449	466	250	346	x'0229ba0651740da2084401000000ffff'
78250	6001	6002	DAT	467	449	346	251	x'022aba065104a200000000ffff'
78265	6002	6001	DAT	450	467	251	347	x'425274134803000000ffff'
78297	6001	6002	ACK	468	450	347	252	x''
78359	6001	6002	DAT	469	0	347	252	x'ccdb3d4fdb571805f09b124a8d31c618638c31b631c618630ca594524a291014455114455114e50bf4fdfdbd1f226dd4a16355e503f40374aa3274aeba54ed98a1631465c890214d699fbfd3e7f8a0bb9efd3ff867d9ff7bef73cf3979e80f7be8f7a70fd9b7fefae0b7aef5169a8abf85de18fcf5ff2ab52acf917f30acca6f06fe169231b0b71018de0a7c3590d9a5b2d50076a96f07be2acb9cdad8aa0ca7b67702df1dc918d8ee080cef86815deacf52538c73c400538cf7c2c069e107a9a95effb4f0bf130f4cf5de0f03a7b65b5286fea9edd6a9860f023f3dcb4cb9d9e919a6dc1f063ec590b93161530cb831f928f069928c814d93c0f071e0533d995b5036d5835bd04f029faeca18d874150c9f063ee5964905b02937a4023e0bfcb6412625c36e1b2025f33918925b1f1903bbf501c31760f8fa30d44e1e96498df56fdf6a4f0d901afb120cdffeb35ffae6402845d9bf05fdf763d114e55760f8ee30dcbfa964e8df46dfbf799ae1efb303a900ad54713f15707aaa380c0fa433b452f6df1303a4eccf80e1b69ae176dcf00c1892b4924ceb84a595a075320486243526d3c262a93168619d05c38f6a0696de03c330189214a54c2b91a528a195f82c189234ab4c4b97a559a1a53b02869fd40c2c550c86e7c090a4bb655aeb2cdd0dadf51418ee98615dc5708718d6bd61'
78359	6001	6002	DAT	470	0	348	252	x'140cbfa81958db010c693024ad939e8a81b54e7ade300686a4fdb3a66260ed9f356fc880e13735036b6181611c0c491baeab62606db8ae3764c1f0a79a81b512c1300186a41dbaaa6260edd0556fc881e1ae193a2a86bbc4d0f1864930fca566606d6930e4c190b4d657540cacb5bee20d5360b86786b68ae11e31b4bda10086076a860771c334181e9a6159c5f0901896bda10886476668a9181e1143cb1b66c0f058cdf0386e2881e1ccd17f0f2fa9184e3e101a96bc61160c436668aa188688a1e90d65300cab1986e38639308c986151c530420c8bde500143ca0c0d15438a181ade300f86b49a211d3754c19031c3828a21430c0bde500343d60c7515439618eade5007434ecd908b1b16c09037434dc59027869a3734c050304355c5502086aa372c82a1a86628c60d4d3094cc30af622811c3bc372c81a1ac6628c70d2d3054cc5051315488a1e20dcb60a89a614ec5502586396f6883a1ae66a8c70d2b606898a1ac62681043d91b3a60689a6156c5d02486596f5805434bcdd08a1bba60689ba1a462681343c91bd6c0d031c38c8aa1430c33ded0034357cdd08d1bd6c1d0334351c5d02386a2376c8061c30cd32a860d6298f686e7c1b0a966d88c1b36c1b06586828a618b180adef00218b6cd30a562d82686296fd802c38e9a61276e78110cbb66c8ab18768921ef0ddb60'
